Sign_ID,sign_centroid_long,sign_centroid_lat,sign_centroid_alt,avg_retro,num_of_points,pic_num
0,-84.45364898812,33.88268998936,281.397268,0.73152,25,289
1,-84.45414010731506849315068493,33.88315640704109589041095890,288.7180349315068493150684932,0.7747260273972602739726027397,146,303
2,-84.45498749165714285714285714,33.88435034088571428571428571,285.3699123809523809523809524,0.8263619047619047619047619048,105,334
3,-84.45700404388461538461538462,33.88681635092307692307692308,286.4332153846153846153846154,0.8094711538461538461538461538,104,401
4,-84.45731085459349593495934959,33.88716346147967479674796748,286.2174373983739837398373984,0.8100731707317073170731707317,123,410
5,-84.45832630071910112359550562,33.88871580075280898876404494,278.7285505617977528089887640,0.8187640449438202247191011236,89,450
6,-84.45818891892222222222222222,33.89021446602222222222222222,268.6273233333333333333333333,0.836,90,486
7,-84.45787021278205128205128205,33.89061507982051282051282051,267.2477333333333333333333333,0.8389871794871794871794871795,78,497
8,-84.45761428637931034482758621,33.89084954213793103448275862,266.7617551724137931034482759,0.7561379310344827586206896552,29,504
9,-84.45698509134920634920634921,33.89130946431746031746031746,267.3312968253968253968253968,0.8120476190476190476190476190,63,519
10,-84.45484527426388888888888889,33.89270793554166666666666667,267.8256986111111111111111111,0.8193055555555555555555555556,72,570
11,-84.45230467372164948453608247,33.89477160316494845360824742,270.2494319587628865979381443,0.8263814432989690721649484536,97,635
12,-84.44968922984,33.89702038988,273.379356,0.8042,25,705
13,-84.449804805375,33.896976851425,271.5386925,0.781975,40,703
14,-84.44977078833246753246753247,33.89708660582857142857142857,280.4773836363636363636363636,0.7628649350649350649350649351,385,705
15,-84.44977345097231833910034602,33.89709058679930795847750865,278.3316619377162629757785467,0.7762941176470588235294117647,289,705
16,-84.44760282443137254901960784,33.89893345576470588235294118,267.8737294117647058823529412,0.8305098039215686274509803922,51,763
17,-84.44626977186363636363636364,33.89962317790909090909090909,260.8043090909090909090909091,0.7257727272727272727272727273,22,792
18,-84.44636075527777777777777778,33.89981841198148148148148148,262.8547277777777777777777778,0.8316481481481481481481481481,54,793
19,-84.44405469528205128205128205,33.90084975876923076923076923,256.2841666666666666666666667,0.8378974358974358974358974359,39,842
20,-84.4437649224775,33.9010184606525,260.7401835,0.75575,400,848
21,-84.44376497376539589442815249,33.90102264724046920821114370,258.6259897360703812316715543,0.7830762463343108504398826979,341,848
22,-84.44319910458333333333333333,33.90117934725,253.3203083333333333333333333,0.8090416666666666666666666667,24,859
23,-84.44089845264885496183206107,33.90204113225190839694656489,252.4706435114503816793893130,0.7789160305343511450381679389,131,906
24,-84.44072134910638297872340426,33.90212059495744680851063830,252.0644489361702127659574468,0.7537021276595744680851063830,47,910
25,-84.44054202209771986970684039,33.90217444785342019543973941,253.2823185667752442996742671,0.8034560260586319218241042345,307,913
26,-84.44054284126530612244897959,33.90217612526530612244897959,251.4475306122448979591836735,0.8012857142857142857142857143,49,913
27,-84.44016573780952380952380952,33.90234057957142857142857143,252.7897809523809523809523810,0.7321428571428571428571428571,21,921
28,-84.43958878736734693877551020,33.90256186710204081632653061,254.0010918367346938775510204,0.7690612244897959183673469388,49,933
29,-84.43850319918636363636363636,33.90296009485,256.411865,0.7614454545454545454545454545,220,955
30,-84.43841949514545454545454545,33.90301622089090909090909091,256.7994545454545454545454545,0.8087636363636363636363636364,55,957
31,-84.43661569148936170212765957,33.90370568412765957446808511,262.9605638297872340425531915,0.8273617021276595744680851064,47,994
32,-84.43538903690239410681399632,33.90422550198895027624309392,269.9523289134438305709023941,0.8015230202578268876611418048,543,1019
33,-84.43538756311019283746556474,33.90422755698622589531680441,267.7190176308539944903581267,0.8206721763085399449035812672,363,1019
34,-84.43540266289820359281437126,33.90425387016766467065868263,269.0281410179640718562874251,0.7496916167664670658682634731,334,1019
35,-84.43540257419642857142857143,33.90425697295238095238095238,267.2756678571428571428571429,0.7733988095238095238095238095,168,1019
36,-84.43373236916923076923076923,33.90492549486153846153846154,265.5566261538461538461538462,0.8018769230769230769230769231,65,1054
37,-84.43249815712903225806451613,33.90535264216129032258064516,268.4049838709677419354838710,0.7245161290322580645161290323,31,1077
38,-84.43297340070270270270270270,33.90535087513513513513513514,269.4031027027027027027027027,0.7638108108108108108108108108,37,1070
39,-84.43110558957894736842105263,33.90684953576315789473684211,266.6424631578947368421052632,0.831,76,1118
40,-84.42882764788372093023255814,33.90885959683720930232558140,273.0072511627906976744186047,0.8423255813953488372093023256,43,1180
41,-84.428029386975,33.909554583375,275.6738125,0.71705,40,1201
42,-84.42738454841935483870967742,33.91012424254838709677419355,276.8678161290322580645161290,0.8201935483870967741935483871,31,1219
43,-84.42509067916326530612244898,33.91207616502040816326530612,284.1344020408163265306122449,0.8162040816326530612244897959,49,1279
44,-84.42277145130769230769230769,33.91369563276923076923076923,290.0587230769230769230769231,0.8366307692307692307692307692,65,1336
45,-84.42216729398095238095238095,33.91400622904761904761904762,290.7682276190476190476190476,0.8009238095238095238095238095,105,1349
46,-84.42146199766,33.91434767726,290.90158,0.8366,100,1364
47,-84.42072496690789473684210526,33.91464556598684210526315789,291.5441078947368421052631579,0.8156052631578947368421052632,76,1380
48,-84.42001682474683544303797468,33.91489509665822784810126582,292.0113,0.8385443037974683544303797468,79,1394
49,-84.41924308045901639344262295,33.91510880550819672131147541,292.8116721311475409836065574,0.8315573770491803278688524590,61,1409
50,-84.41846113441666666666666667,33.91530346493055555555555556,293.2979652777777777777777778,0.8285277777777777777777777778,72,1424
51,-84.41767252625641025641025641,33.915460206,293.2158435897435897435897436,0.8273333333333333333333333333,39,1440
52,-84.41658655865625,33.915623090109375,294.94551875,0.76925,64,1460
53,-84.41464619881578947368421053,33.91574317155263157894736842,296.4428710526315789473684211,0.8087368421052631578947368421,38,1496
54,-84.41423505310497237569060773,33.91576316926519337016574586,302.0492729281767955801104972,0.7379337016574585635359116022,181,1504
